ResponseId,Age,EdLevel,Country
33431,25-34 years old,Bachelor’s Degree,USA
33432,25-34 years old,Master’s Degree,Algeria
33433,35-44 years old,Bachelor’s Degree,Colombia
33434,55-64 years old,Bachelor’s Degree,USA
33435,Under 18 years old,Primary School,Germany
33436,35-44 years old,Master’s Degree,Sweden
33437,25-34 years old,Bachelor’s Degree,Canada
33438,Under 18 years old,Secondary School,United Kingdom
33439,18-24 years old,Associate Degree,Canada
33440,25-34 years old,Bachelor’s Degree,Nigeria
33441,35-44 years old,Associate Degree,USA
33442,55-64 years old,Bachelor’s Degree,USA
33443,25-34 years old,Bachelor’s Degree,Germany
33444,18-24 years old,Secondary School,Czech Republic
33445,18-24 years old,Uncompleted Studies,Australia
33447,18-24 years old,Bachelor’s Degree,Colombia
33448,25-34 years old,Bachelor’s Degree,Colombia
33449,18-24 years old,Bachelor’s Degree,Poland
33450,25-34 years old,Uncompleted Studies,USA
33451,35-44 years old,Master’s Degree,USA
33452,18-24 years old,Master’s Degree,Ukraine
33453,35-44 years old,Uncompleted Studies,Afghanistan
33454,Under 18 years old,Primary School,Germany
33455,35-44 years old,Bachelor’s Degree,Finland
33456,25-34 years old,Bachelor’s Degree,USA
33457,18-24 years old,Uncompleted Studies,USA
33458,55-64 years old,Professional Degree,Germany
33459,35-44 years old,Secondary School,Sweden
33460,45-54 years old,Associate Degree,Denmark
33461,25-34 years old,Master’s Degree,Austria
33462,25-34 years old,Master’s Degree,France
33463,25-34 years old,Bachelor’s Degree,USA
33464,25-34 years old,Master’s Degree,USA
33465,45-54 years old,Uncompleted Studies,South Africa
33466,25-34 years old,Secondary School,United Kingdom
33467,35-44 years old,Uncompleted Studies,Switzerland
33469,Under 18 years old,Primary School,Colombia
33470,25-34 years old,Bachelor’s Degree,Norway
33471,25-34 years old,Associate Degree,Germany
33472,18-24 years old,Uncompleted Studies,Iraq
33473,18-24 years old,Bachelor’s Degree,India
33474,25-34 years old,Master’s Degree,USA
33475,25-34 years old,Bachelor’s Degree,Brazil
33476,25-34 years old,Secondary School,United Kingdom
33477,25-34 years old,Master’s Degree,Poland
33478,25-34 years old,Uncompleted Studies,Canada
33479,Under 18 years old,Secondary School,Ukraine
33480,18-24 years old,Master’s Degree,USA
33481,35-44 years old,Uncompleted Studies,Bulgaria
33482,35-44 years old,Secondary School,USA
33483,25-34 years old,Master’s Degree,Canada
33484,25-34 years old,Bachelor’s Degree,USA
33485,18-24 years old,Master’s Degree,Brazil
33486,35-44 years old,Bachelor’s Degree,USA
33487,35-44 years old,Bachelor’s Degree,Belgium
33488,25-34 years old,Bachelor’s Degree,India
33489,25-34 years old,Master’s Degree,South Africa
33490,25-34 years old,Bachelor’s Degree,USA
33491,35-44 years old,Uncompleted Studies,USA
33492,55-64 years old,Bachelor’s Degree,USA
33493,18-24 years old,Associate Degree,USA
33494,18-24 years old,Secondary School,Spain
33495,35-44 years old,Master’s Degree,Poland
33497,35-44 years old,Master’s Degree,Netherlands
33498,18-24 years old,Bachelor’s Degree,USA
33499,25-34 years old,Professional Degree,Ireland
33500,18-24 years old,Secondary School,Nigeria
33501,18-24 years old,Secondary School,Sri Lanka
33502,18-24 years old,Bachelor’s Degree,USA
33503,35-44 years old,Bachelor’s Degree,USA
33504,35-44 years old,Uncompleted Studies,Norway
33505,18-24 years old,Secondary School,Italy
33506,35-44 years old,Bachelor’s Degree,Switzerland
33507,18-24 years old,Secondary School,Cape Verde
33508,18-24 years old,Secondary School,USA
33509,25-34 years old,Master’s Degree,Romania
33510,35-44 years old,Bachelor’s Degree,Poland
33511,35-44 years old,Bachelor’s Degree,Brazil
33512,25-34 years old,Uncompleted Studies,Norway
33513,35-44 years old,Bachelor’s Degree,USA
33514,25-34 years old,Master’s Degree,India
33515,18-24 years old,Bachelor’s Degree,USA
33516,35-44 years old,Bachelor’s Degree,Lithuania
33517,18-24 years old,Secondary School,Germany
33518,25-34 years old,Bachelor’s Degree,Spain
33519,25-34 years old,Bachelor’s Degree,USA
33520,18-24 years old,Bachelor’s Degree,India
33521,Under 18 years old,Secondary School,USA
33522,35-44 years old,Bachelor’s Degree,Brazil
33523,18-24 years old,Primary School,Canada
33524,25-34 years old,Bachelor’s Degree,Portugal
33525,45-54 years old,Professional Degree,United Kingdom
33526,45-54 years old,Uncompleted Studies,Germany
33527,45-54 years old,Bachelor’s Degree,Canada
33528,18-24 years old,Secondary School,USA
33529,45-54 years old,Master’s Degree,Ukraine
33530,Under 18 years old,Secondary School,United Kingdom
33531,18-24 years old,Secondary School,Russian Federation
33532,35-44 years old,Associate Degree,Sweden
33533,45-54 years old,Bachelor’s Degree,USA
33534,25-34 years old,Master’s Degree,Canada
33535,18-24 years old,Bachelor’s Degree,Germany
33536,25-34 years old,Master’s Degree,USA
33537,25-34 years old,Secondary School,Pakistan
33538,18-24 years old,Bachelor’s Degree,Norway
33539,25-34 years old,Master’s Degree,Denmark
33540,Under 18 years old,Secondary School,Romania
33541,25-34 years old,Bachelor’s Degree,Brazil
33542,18-24 years old,Bachelor’s Degree,Poland
33543,18-24 years old,Secondary School,India
33544,Under 18 years old,Secondary School,Germany
33545,18-24 years old,Bachelor’s Degree,Poland
33546,35-44 years old,Bachelor’s Degree,USA
33547,35-44 years old,Master’s Degree,Spain
33548,25-34 years old,Uncompleted Studies,Germany
33549,45-54 years old,Master’s Degree,Romania
33550,35-44 years old,Master’s Degree,Brazil
33551,Under 18 years old,Primary School,Rwanda
33552,25-34 years old,Bachelor’s Degree,USA
33553,25-34 years old,Master’s Degree,USA
33554,45-54 years old,Master’s Degree,Peru
33555,18-24 years old,Secondary School,India
33556,18-24 years old,Uncompleted Studies,Egypt
33557,18-24 years old,Uncompleted Studies,Mexico
33559,25-34 years old,Master’s Degree,Austria
33560,35-44 years old,Master’s Degree,Germany
33561,25-34 years old,Bachelor’s Degree,Egypt
33562,45-54 years old,Bachelor’s Degree,USA
33563,25-34 years old,Bachelor’s Degree,Germany
33564,25-34 years old,Master’s Degree,Ukraine
33565,25-34 years old,Master’s Degree,USA
33566,25-34 years old,Bachelor’s Degree,Canada
33567,55-64 years old,Master’s Degree,United Kingdom
33568,55-64 years old,Bachelor’s Degree,USA
33569,45-54 years old,Master’s Degree,Canada
33570,35-44 years old,Professional Degree,Germany
33571,25-34 years old,Master’s Degree,Czech Republic
33572,18-24 years old,Bachelor’s Degree,Austria
33573,35-44 years old,Master’s Degree,Chile
33574,35-44 years old,Associate Degree,Switzerland
33575,25-34 years old,Uncompleted Studies,Argentina
33576,25-34 years old,Secondary School,Germany
33578,Prefer not to say,Secondary School,Poland
33579,18-24 years old,Secondary School,Egypt
33580,45-54 years old,Master’s Degree,Luxembourg
33581,25-34 years old,Uncompleted Studies,Canada
33582,18-24 years old,Uncompleted Studies,United Kingdom
33583,45-54 years old,Bachelor’s Degree,Spain
33585,25-34 years old,Master’s Degree,USA
33586,35-44 years old,Bachelor’s Degree,Bosnia and Herzegovina
33587,18-24 years old,Bachelor’s Degree,USA
33588,18-24 years old,Bachelor’s Degree,USA
33589,35-44 years old,Master’s Degree,Austria
33590,45-54 years old,Uncompleted Studies,USA
33591,25-34 years old,Bachelor’s Degree,Turkey
33592,35-44 years old,Uncompleted Studies,Austria
33593,25-34 years old,Bachelor’s Degree,India
33594,18-24 years old,Associate Degree,Taiwan
33595,25-34 years old,Bachelor’s Degree,Brazil
33596,25-34 years old,Bachelor’s Degree,Canada
33597,25-34 years old,Bachelor’s Degree,USA
33598,25-34 years old,Master’s Degree,Morocco
33599,25-34 years old,Bachelor’s Degree,Kenya
33600,25-34 years old,Bachelor’s Degree,USA
33601,18-24 years old,Secondary School,USA
33602,25-34 years old,Bachelor’s Degree,USA
33603,18-24 years old,Uncompleted Studies,Poland
33604,25-34 years old,Master’s Degree,Germany
33605,25-34 years old,Master’s Degree,France
33606,18-24 years old,Secondary School,Canada
33607,35-44 years old,Master’s Degree,India
33608,35-44 years old,Uncompleted Studies,Spain
33609,18-24 years old,Secondary School,Canada
33610,18-24 years old,Bachelor’s Degree,USA
33611,18-24 years old,Uncompleted Studies,Poland
33612,45-54 years old,Secondary School,USA
33613,18-24 years old,Uncompleted Studies,Germany
33614,45-54 years old,Master’s Degree,Canada
33615,45-54 years old,Master’s Degree,Spain
33616,25-34 years old,Bachelor’s Degree,USA
33617,18-24 years old,Associate Degree,USA
33618,25-34 years old,Uncompleted Studies,Germany
33619,35-44 years old,Master’s Degree,United Kingdom
33620,35-44 years old,Master’s Degree,USA
33621,Under 18 years old,Secondary School,Israel
33622,25-34 years old,Bachelor’s Degree,USA
33623,25-34 years old,Master’s Degree,France
33624,35-44 years old,Master’s Degree,Ukraine
33625,25-34 years old,Associate Degree,Brazil
33626,25-34 years old,Uncompleted Studies,Australia
33627,18-24 years old,Secondary School,Slovenia
33628,45-54 years old,Bachelor’s Degree,United Kingdom
33629,18-24 years old,Secondary School,Germany
33630,Under 18 years old,Bachelor’s Degree,Colombia
33631,25-34 years old,Master’s Degree,USA
33632,18-24 years old,Secondary School,Poland
33633,18-24 years old,Bachelor’s Degree,USA
33634,18-24 years old,Secondary School,Germany
33635,Under 18 years old,Secondary School,USA
33636,45-54 years old,Bachelor’s Degree,USA
33637,18-24 years old,Secondary School,USA
33638,35-44 years old,Uncompleted Studies,Serbia
33639,18-24 years old,Master’s Degree,United Kingdom
33640,Under 18 years old,Secondary School,Germany
33641,25-34 years old,Master’s Degree,USA
33642,25-34 years old,Master’s Degree,Brazil
33643,35-44 years old,Professional Degree,United Kingdom
33644,25-34 years old,Bachelor’s Degree,Nigeria
33645,45-54 years old,Professional Degree,Germany
33647,25-34 years old,Bachelor’s Degree,USA
33648,35-44 years old,Uncompleted Studies,USA
33649,25-34 years old,Bachelor’s Degree,New Zealand
33650,35-44 years old,Bachelor’s Degree,Latvia
33651,25-34 years old,Master’s Degree,USA
33652,45-54 years old,Bachelor’s Degree,United Kingdom
33653,25-34 years old,Master’s Degree,USA
33654,25-34 years old,Bachelor’s Degree,Poland
33655,18-24 years old,Secondary School,Italy
33656,35-44 years old,Master’s Degree,Ukraine
33657,35-44 years old,Bachelor’s Degree,Ukraine
33659,25-34 years old,Master’s Degree,Ukraine
33660,25-34 years old,Master’s Degree,USA
33661,25-34 years old,Master’s Degree,Brazil
33662,18-24 years old,Bachelor’s Degree,India
33663,35-44 years old,Bachelor’s Degree,Germany
33664,35-44 years old,Master’s Degree,Ukraine
33665,35-44 years old,Bachelor’s Degree,USA
33666,25-34 years old,Bachelor’s Degree,Canada
33667,25-34 years old,Professional Degree,Ukraine
33668,18-24 years old,Secondary School,Denmark
33669,18-24 years old,Uncompleted Studies,United Arab Emirates
33670,35-44 years old,Master’s Degree,Australia
33671,18-24 years old,Uncompleted Studies,United Kingdom
33672,18-24 years old,Bachelor’s Degree,USA
33673,25-34 years old,Master’s Degree,Brazil
33674,25-34 years old,Master’s Degree,Italy
33675,55-64 years old,Master’s Degree,United Kingdom
33676,55-64 years old,Bachelor’s Degree,Spain
33677,45-54 years old,Bachelor’s Degree,Turkey
33678,45-54 years old,Bachelor’s Degree,Ukraine
33679,55-64 years old,Professional Degree,USA
33680,25-34 years old,Bachelor’s Degree,USA
33681,18-24 years old,Bachelor’s Degree,Switzerland
33682,45-54 years old,Uncompleted Studies,Czech Republic
33683,25-34 years old,Master’s Degree,USA
33684,25-34 years old,Master’s Degree,India
33685,35-44 years old,Bachelor’s Degree,Finland
33686,35-44 years old,Uncompleted Studies,USA
33687,18-24 years old,Secondary School,USA
33688,35-44 years old,Bachelor’s Degree,Germany
33689,25-34 years old,Secondary School,Netherlands
33690,25-34 years old,Master’s Degree,Germany
33691,18-24 years old,Bachelor’s Degree,Ukraine
33692,18-24 years old,Bachelor’s Degree,USA
33693,25-34 years old,Master’s Degree,United Kingdom
33694,45-54 years old,Master’s Degree,USA
33695,35-44 years old,Master’s Degree,USA
33696,35-44 years old,Bachelor’s Degree,Greece
33697,18-24 years old,Secondary School,USA
33698,25-34 years old,Bachelor’s Degree,India
33699,25-34 years old,Bachelor’s Degree,Netherlands
33700,18-24 years old,Associate Degree,Argentina
33701,25-34 years old,Bachelor’s Degree,USA
33702,65 years or older,Master’s Degree,USA
33703,35-44 years old,Professional Degree,Italy
33704,45-54 years old,Master’s Degree,Brazil
33705,25-34 years old,Uncompleted Studies,Canada
33706,45-54 years old,Bachelor’s Degree,USA
33707,25-34 years old,Bachelor’s Degree,Germany
33708,18-24 years old,Bachelor’s Degree,USA
33709,25-34 years old,Secondary School,Germany
33710,18-24 years old,Uncompleted Studies,Turkey
33711,35-44 years old,Bachelor’s Degree,USA
33712,55-64 years old,Bachelor’s Degree,USA
33713,25-34 years old,Bachelor’s Degree,Canada
33714,25-34 years old,Associate Degree,Germany
33715,25-34 years old,Associate Degree,Brazil
33716,25-34 years old,Bachelor’s Degree,USA
33717,18-24 years old,Uncompleted Studies,Germany
33718,18-24 years old,Bachelor’s Degree,Ukraine
33719,25-34 years old,Bachelor’s Degree,USA
33720,18-24 years old,Associate Degree,Canada
33722,25-34 years old,Master’s Degree,Ukraine
33723,25-34 years old,Bachelor’s Degree,Ukraine
33724,35-44 years old,Professional Degree,USA
33725,55-64 years old,Master’s Degree,Netherlands
33726,35-44 years old,Master’s Degree,Ecuador
33727,25-34 years old,Bachelor’s Degree,Uruguay
33728,25-34 years old,Secondary School,Netherlands
33729,25-34 years old,Bachelor’s Degree,India
33730,18-24 years old,Bachelor’s Degree,Armenia
33731,25-34 years old,Bachelor’s Degree,USA
33732,18-24 years old,Uncompleted Studies,India
33733,25-34 years old,Master’s Degree,Germany
33734,35-44 years old,Uncompleted Studies,USA
33735,25-34 years old,Bachelor’s Degree,Colombia
33737,18-24 years old,Uncompleted Studies,USA
33738,18-24 years old,Secondary School,Germany
33739,18-24 years old,Master’s Degree,USA
33740,18-24 years old,Secondary School,USA
33741,65 years or older,Professional Degree,France
33742,25-34 years old,Bachelor’s Degree,Pakistan
33743,35-44 years old,Bachelor’s Degree,Germany
33744,25-34 years old,Bachelor’s Degree,USA
33745,18-24 years old,Secondary School,Lithuania
33746,18-24 years old,Master’s Degree,United Kingdom
33747,Under 18 years old,Secondary School,USA
33748,25-34 years old,Bachelor’s Degree,Sri Lanka
33749,25-34 years old,Professional Degree,USA
33750,25-34 years old,Master’s Degree,France
33751,45-54 years old,Master’s Degree,Netherlands
33752,Under 18 years old,Secondary School,United Kingdom
33753,35-44 years old,Bachelor’s Degree,USA
33754,18-24 years old,Bachelor’s Degree,Egypt
33755,25-34 years old,Master’s Degree,Czech Republic
33756,18-24 years old,Uncompleted Studies,Canada
33757,45-54 years old,Master’s Degree,Spain
33758,25-34 years old,Bachelor’s Degree,USA
33759,35-44 years old,Professional Degree,Canada
33760,25-34 years old,Associate Degree,USA
33761,25-34 years old,Master’s Degree,France
33762,25-34 years old,Bachelor’s Degree,Italy
33763,25-34 years old,Bachelor’s Degree,Somalia
33764,35-44 years old,Master’s Degree,Canada
33765,25-34 years old,Bachelor’s Degree,USA
33766,18-24 years old,Bachelor’s Degree,Ukraine
33767,Under 18 years old,Secondary School,USA
33768,18-24 years old,Master’s Degree,Ukraine
33769,45-54 years old,Uncompleted Studies,Canada
33770,18-24 years old,Secondary School,USA
33771,18-24 years old,Secondary School,Canada
33772,35-44 years old,Bachelor’s Degree,Poland
33773,35-44 years old,Master’s Degree,Austria
33774,45-54 years old,Professional Degree,Ireland
33775,25-34 years old,Master’s Degree,USA
